Core Project Number,Affiliation,Pub Year,Authors,Country,ISSN,Journal Issue,Journal (Link to PubMed abstract),Journal Title ABBR,Journal Volume,Language,Page Number,PMC ID,PMID,PUB Date,Title (Link to full-text in PubMed Central),Related Publications in PubMed,Related Publications in Google Scholar,Articles Citing from PubMed Central,Articles Citing from Google Scholar,Relative Citation Ratio,Unnamed: 21,_year_int,_issn_norm,APC 2025 (USD),Publisher,Journal
DP2NS120847, ,2025,"Kristl, Amy C; Koh, Natalie; Agrios, Mark; Savya, Sajishnu; Ma, Zhengyu; Basrai, Diya; Hsu, Sarah; Miri, Andrew",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39974973'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11838327,39974973,2025 Jan 28,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11838327'>Interactions between motor cortical forelimb regions and their influence on muscles reorganize across behaviors.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39974973&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11838327/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39974973'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11838327/'>Cited By, Google</a>", ,PMID(39974973) OR  ,2025,26928205,,,
DP5OD028123,"Northwestern University Feinberg School of Medicine, Chicago, IL, USA.",2025,"Cohen, Katherine A; Bruns, Eric J; Schleider, Jessica L",England,1475-357X,3,<a href='https://pubmed.ncbi.nlm.nih.gov/40018868'>Child and adolescent mental health</a>,Child Adolesc Ment Health,30,eng,308-310,12351202,40018868,2025 Sep,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/12351202'>Debate: Where to next for universal school-based mental health interventions? Tensions in prevention - To build better school-based programming, we must start with what we know.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=40018868&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC12351202/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=40018868'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC12351202/'>Cited By, Google</a>", ,PMID(40018868) OR  ,2025,1475357X,,,
R01CA120813,"Department of Neurological Surgery, Northwestern University, Chicago, IL.",2025,"Najem, Hinda; Pacheco, Sebastian; Turunen, Jillyn; Tripathi, Shashwat; Steffens, Alicia; McCortney, Kathleen; Walshon, Jordain; Chandler, James; Stupp, Roger; Lesniak, Maciej S; Horbinski, Craig M; Winkowski, Dan; Kowal, Joanna; Burks, Jared K; Heimberger, Amy B",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/40027731'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11870576,40027731,2025 Feb 19,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11870576'>High Dimensional Proteomic Multiplex Imaging of the Central Nervous System Using the COMETâ„¢ System.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=40027731&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11870576/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=40027731'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11870576/'>Cited By, Google</a>", ,PMID(40027731) OR  ,2025,26928205,,,
UL1TR001422,"University of Delaware, Newark, DE, US.",2025,"Mottalib, Md Mozaharul; Phan, Thao-Ly T; Bramante, Carolyn T; Chute, Christopher G; Pyles, Lee A; Beheshti, Rahmatollah",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/39802785'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,11722509,39802785,2025 Jan 05,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11722509'>Impact of COVID-19 Diagnosis on Weight Trajectories of Children in the US National COVID Cohort Collaborative.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39802785&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11722509/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39802785'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11722509/'>Cited By, Google</a>", ,PMID(39802785) OR  ,2025,,,,
T32DK077662,"Department of Surgery, University of Michigan, Ann Arbor, Michigan.",2025,"Obayemi, Joy E; Shaw, Brian I; Greenberg, Goni-Katz; Henson, Jackie; McElroy, Lisa M",United States,1531-7013,1,<a href='https://pubmed.ncbi.nlm.nih.gov/39629498'>Current opinion in organ transplantation</a>,Curr Opin Organ Transplant,30,eng,37-45,11960841,39629498,2025 Feb 01,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11960841'>Ensuring equity in psychosocial risk assessment for solid organ transplantation: a review.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39629498&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11960841/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39629498'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11960841/'>Cited By, Google</a>", ,PMID(39629498) OR  ,2025,15317013,,,
R01HL147290, ,2025,"Bodner, Justin; Vadlamani, Pranathi; Helmin, Kathryn A; Liu, Qianli; Mendillo, Marc L; Singer, Benjamin D; Srivastava, Shashank; Foltz, Daniel R",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39829857'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11741267,39829857,2025 Jan 08,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11741267'>Distinct Control of histone H1 expression within the Histone Locus body by CRAMP1.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39829857&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11741267/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39829857'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11741267/'>Cited By, Google</a>", ,PMID(39829857) OR  ,2025,26928205,,,
R01HL147575, ,2025,"Bodner, Justin; Vadlamani, Pranathi; Helmin, Kathryn A; Liu, Qianli; Mendillo, Marc L; Singer, Benjamin D; Srivastava, Shashank; Foltz, Daniel R",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39829857'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11741267,39829857,2025 Jan 08,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11741267'>Distinct Control of histone H1 expression within the Histone Locus body by CRAMP1.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39829857&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11741267/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39829857'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11741267/'>Cited By, Google</a>", ,PMID(39829857) OR  ,2025,26928205,,,
R01HL153122, ,2025,"Bodner, Justin; Vadlamani, Pranathi; Helmin, Kathryn A; Liu, Qianli; Mendillo, Marc L; Singer, Benjamin D; Srivastava, Shashank; Foltz, Daniel R",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39829857'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11741267,39829857,2025 Jan 08,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11741267'>Distinct Control of histone H1 expression within the Histone Locus body by CRAMP1.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39829857&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11741267/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39829857'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11741267/'>Cited By, Google</a>", ,PMID(39829857) OR  ,2025,26928205,,,
F32AT007800,"Department of Computer Science, Polytechnique Montreal, Montreal, Quebec, Canada.",2025,"Banerjee, Rohan; Kaptan, Merve; Tinnermann, Alexandra; Khatibi, Ali; Dabbagh, Alice; BÃ¼chel, Christian; KÃ¼ndig, Christian W; Law, Christine S W; Pfyffer, Dario; Lythgoe, David J; Tsivaka, Dimitra; Van De Ville, Dimitri; Eippert, Falk; Muhammad, Fauziyya; Glover, Gary H; David, Gergely; Haynes, Grace; Haaker, Jan; Brooks, Jonathan C W; Finsterbusch, JÃ¼rgen; Martucci, Katherine T; Hemmerling, Kimberly J; Mobarak-Abadi, Mahdi; Hoggarth, Mark A; Howard, Matthew A; Bright, Molly G; Kinany, Nawal; Kowalczyk, Olivia S; Freund, Patrick; Barry, Robert L; Mackey, Sean; Vahdat, Shahabeddin; Schading, Simon; McMahon, Stephen B; Parish, Todd; Marchand-Pauvert, VÃ©ronique; Chen, Yufen; Smith, Zachary A; Weber 2nd, Kenneth A; De Leener, Benjamin; Cohen-Adad, Julien",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39829895'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11741348,39829895,2025 Jan 27,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11741348'>EPISeg: Automated segmentation of the spinal cord on echo planar images using open-access multi-center data.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39829895&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11741348/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39829895'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11741348/'>Cited By, Google</a>", ,PMID(39829895) OR  ,2025,26928205,,,
P01DK117824,"Department of Gastroenterology, Graduate School of Medicine, Osaka Metropolitan University, Osaka, Japan.",2025,"Sawada, Akinari; Hoshikawa, Yoshimasa; Hosaka, Hiroko; Saito, Masahiro; Tsuru, Hirotaka; Kato, Shunsuke; Ihara, Eikichi; Koike, Tomoyuki; Uraoka, Toshio; Kasugai, Kunio; Iwakiri, Katsuhiko; Sifrim, Daniel; Pandolfino, John Erik; Taft, Tiffany H; Fujiwara, Yasuhiro; Japan EHAS Study Group",Japan,1435-5922,3,<a href='https://pubmed.ncbi.nlm.nih.gov/39652101'>Journal of gastroenterology</a>,J Gastroenterol,60,eng,265-274,11879752,39652101,2025 Mar,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11879752'>Validation of the Japanese version of the Esophageal Hypervigilance and Anxiety Scale for esophageal symptoms.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39652101&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11879752/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39652101'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11879752/'>Cited By, Google</a>", ,PMID(39652101) OR  ,2025,14355922,,,
R01EY028560,"Department of Dermatology, Northwestern University, Chicago, IL, USA.",2025,"Peng, Han; Kaplan, Nihal; Liu, Min; Jiang, Huimin; Lavker, Robert M",United States,1940-6029, ,"<a href='https://pubmed.ncbi.nlm.nih.gov/37930627'>Methods in molecular biology (Clifton, N.J.)</a>",Methods Mol Biol,2879,eng,113-122,11162605,37930627,2025,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11162605'>Keeping an Eye Out for Autophagy in the Cornea: Sample Preparation for Single-Cell RNA-Sequencing.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37930627&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11162605/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37930627'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11162605/'>Cited By, Google</a>", ,PMID(37930627) OR  ,2025,19406029,,,
R01EY019463,"Department of Dermatology, Northwestern University, Chicago, IL, USA.",2025,"Peng, Han; Kaplan, Nihal; Liu, Min; Jiang, Huimin; Lavker, Robert M",United States,1940-6029, ,"<a href='https://pubmed.ncbi.nlm.nih.gov/37930627'>Methods in molecular biology (Clifton, N.J.)</a>",Methods Mol Biol,2879,eng,113-122,11162605,37930627,2025,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11162605'>Keeping an Eye Out for Autophagy in the Cornea: Sample Preparation for Single-Cell RNA-Sequencing.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37930627&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11162605/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37930627'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11162605/'>Cited By, Google</a>", ,PMID(37930627) OR  ,2025,19406029,,,
R01MH123491,"Department of Medical Social Sciences, Feinberg School of Medicine, Northwestern University, Chicago, Illinois, USA; email:Â rinad.beidas@northwestern.edu.",2025,"Beidas, Rinad S; Boyd, Meredith; Casline, Elizabeth; Scott, Kelli; Patel-Syed, Zabin; Mills, Chynna; Mustanski, Brian; Schriger, Simone; Williams, Faith Summersett; Waller, Claire; Helseth, Sarah A; Becker, Sara J",United States,1548-5951,1,<a href='https://pubmed.ncbi.nlm.nih.gov/39971390'>Annual review of clinical psychology</a>,Annu Rev Clin Psychol,21,eng,529-555,12247127,39971390,2025 May,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/12247127'>Harnessing Implementation Science in Clinical Psychology: Past, Present, and Future.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39971390&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC12247127/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39971390'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC12247127/'>Cited By, Google</a>", ,PMID(39971390) OR  ,2025,15485951,,,
R01HD034242,"Department of Clinical and Biomedical Sciences, Faculty of Health and Life Sciences, University of Exeter, Exeter, UK.",2025,"Decina, Caitlin S; Beaumont, Robin N; Juodakis, Julius; Warrington, Nicole M; Patel, Kashyap A; NjÃ¸lstad, PÃ¥l R; Johansson, Stefan; Hattersley, Andrew T; Jacobsson, Bo; Lowe Jr, William L; Evans, David M; Freathy, Rachel M",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/39973999'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,11839000,39973999,2025 Jan 29,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11839000'>The influence of fetal sex on maternal blood pressure in pregnancy.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39973999&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11839000/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39973999'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11839000/'>Cited By, Google</a>", ,PMID(39973999) OR  ,2025,,,,
R01AR074274,"Instituto de Engenharia de Sistemas e Computadores-InvestigaÃ§Ã£o e Desenvolvimento, 1000-029 Lisbon, Portugal.",2025,"Nunes, Diogo A P; Furrer, Dan; Berger, Sara; Cecchi, Guillermo; Ferreira-Gomes, Joana; Neto, Fani; Martins de Matos, David; Apkarian, A Vania; Branco, Paulo",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/39974011'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,11838926,39974011,2025 Feb 13,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11838926'>Advancing the prediction and understanding of placebo responses in chronic back pain using large language models.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39974011&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11838926/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39974011'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11838926/'>Cited By, Google</a>", ,PMID(39974011) OR  ,2025,,,,
T32MH067564, ,2025,"Cross, Zachariah R; Gray, Samantha M; Dede, Adam J O; Rivera, Yessenia M; Yin, Qin; Vahidi, Parisa; Rau, Elias M B; Cyr, Christopher; Holubecki, Ania M; Asano, Eishi; Lin, Jack J; McManus, Olivia Kim; Sattar, Shifteh; Saez, Ignacio; Girgis, Fady; King-Stephens, David; Weber, Peter B; Laxer, Kenneth D; Schuele, Stephan U; Rosenow, Joshua M; Wu, Joyce Y; Lam, Sandi K; Raskin, Jeffrey S; Chang, Edward F; Shaikhouni, Ammar; Brunner, Peter; Roland, Jarod L; Braga, Rodrigo M; Knight, Robert T; Ofen, Noa; Johnson, Elizabeth L",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39574667'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11581045,39574667,2025 Apr 16,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11581045'>The development of aperiodic neural activity in the human brain.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39574667&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11581045/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39574667'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11581045/'>Cited By, Google</a>", ,PMID(39574667) OR  ,2025,26928205,,,
P30AG072977, ,2025,"Cross, Zachariah R; Gray, Samantha M; Dede, Adam J O; Rivera, Yessenia M; Yin, Qin; Vahidi, Parisa; Rau, Elias M B; Cyr, Christopher; Holubecki, Ania M; Asano, Eishi; Lin, Jack J; McManus, Olivia Kim; Sattar, Shifteh; Saez, Ignacio; Girgis, Fady; King-Stephens, David; Weber, Peter B; Laxer, Kenneth D; Schuele, Stephan U; Rosenow, Joshua M; Wu, Joyce Y; Lam, Sandi K; Raskin, Jeffrey S; Chang, Edward F; Shaikhouni, Ammar; Brunner, Peter; Roland, Jarod L; Braga, Rodrigo M; Knight, Robert T; Ofen, Noa; Johnson, Elizabeth L",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39574667'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11581045,39574667,2025 Apr 16,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11581045'>The development of aperiodic neural activity in the human brain.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39574667&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11581045/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39574667'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11581045/'>Cited By, Google</a>", ,PMID(39574667) OR  ,2025,26928205,,,
