Core Project Number,Affiliation,Pub Year,Authors,Country,ISSN,Journal Issue,Journal (Link to PubMed abstract),Journal Title ABBR,Journal Volume,Language,Page Number,PMC ID,PMID,PUB Date,Title (Link to full-text in PubMed Central),Related Publications in PubMed,Related Publications in Google Scholar,Articles Citing from PubMed Central,Articles Citing from Google Scholar,Relative Citation Ratio,Unnamed: 21,_year_int,_issn_norm,APC 2025 (USD),Publisher,Journal
T32MH130325,"Institute for Sexual and Gender Minority Health and Wellbeing and the Department of Medical Social Sciences at Northwestern University. She is the author of Thinking Cis (Rowman & Littlefield, 2023) and Sexuality Social Justice (Press Books, 2024).",2024,"Zamantakis, Alithia; Zapata, Juan Pablo; Queiroz, Artur A F L N; Donoso, Valeria A",United States,2769-2124,4-Mar,<a href='https://pubmed.ncbi.nlm.nih.gov/39991728'>Bulletin of applied transgender studies</a>,Bull Appl Transgend Stud,3,eng,205-228,11845241,39991728,2024 Dec 15,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11845241'>Barriers and Facilitators to Integrating Gender-Affirming Care and HIV Prevention/Treatment in Illinois and Missouri: Formative Interviews with Implementation Practitioners.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39991728&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11845241/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39991728'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11845241/'>Cited By, Google</a>", ,PMID(39991728) OR  ,2024,27692124,,,
F31AG079630,"Department of Psychiatry and Behavioral Health, Ohio State University Wexner Medical Center, Columbus, OH, USA.",2024,"Che, Tiffanie; Kim, Soyoung; Greene, Deanna J; Heywood, Ashley; Ding, Jimin; Hershey, Tamara; Schlaggar, Bradley L; Black, Kevin J; Wang, Lei",United States,1092-8529,6,<a href='https://pubmed.ncbi.nlm.nih.gov/39604269'>CNS spectrums</a>,CNS Spectr,29,eng,652-664,11839322,39604269,2024 Dec,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11839322'>Correlating clinical course with baseline subcortical shape in provisional tic disorder.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39604269&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11839322/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39604269'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11839322/'>Cited By, Google</a>", ,PMID(39604269) OR  ,2024,10928529,,,
T32HL076139,"Department of Biomedical Engineering, Northwestern University, Evanston, IL 60208, USA.",2024,"Frederick, Jane; Virk, Ranya K A; Ye, I Chae; Almassalha, Luay M; Wodarcyk, Greta M; VanDerway, David; Gonzalez, Paola Carrillo; Nap, Rikkert J; Agrawal, Vasundhara; Anthony, Nicholas M; Carinato, John; Li, Wing Shun; Dunton, Cody L; Medina, Karla I; Kakkaramadam, Rivaan; Jain, Surbhi; Shahabi, Shohreh; Ameer, Guillermo; Szleifer, Igal G; Backman, Vadim",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39605341'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11601449,39605341,2024 Nov 15,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11601449'>Leveraging chromatin packing domains to target chemoevasion in vivo.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39605341&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11601449/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39605341'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11601449/'>Cited By, Google</a>", ,PMID(39605341) OR  ,2024,26928205,,,
R01NS085002,"Department of Biomedical Engineering, McCormick School of Engineering and Applied Sciences, Northwestern University, Evanston, IL, United States.",2024,"Johnson, Hannah R; Wang, Max C; Stickland, Rachael C; Chen, Yufen; Parrish, Todd B; Sorond, Farzaneh A; Bright, Molly G",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39605678'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11601454,39605678,2024 Nov 15,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11601454'>Variable Cerebral Blood Flow Responsiveness to Acute Hypoxic Hypoxia.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39605678&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11601454/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39605678'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11601454/'>Cited By, Google</a>", ,PMID(39605678) OR  ,2024,26928205,,,
P30AG072977,"Department of Cell Biology and Physiology, University of Kansas Medical Center, 3901 Rainbow Blvd, Kansas City, KS, 66160.",2024,"Mansel, Clayton; Mazzotti, Diego R; Townley, Ryan; Sardiu, Mihaela E; Swerdlow, Russell H; Honea, Robyn A; Veatch, Olivia J",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/39649607'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,11623748,39649607,2024 Nov 28,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11623748'>Distinct medical and substance use histories associate with cognitive decline in Alzheimer's Disease.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39649607&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11623748/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39649607'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11623748/'>Cited By, Google</a>", ,PMID(39649607) OR  ,2024,,,,
R35GM142441,"Department of Urology, Northwestern University, Feinberg School of Medicine, Chicago, IL, USA.",2024,"Li, Yangyang; Yang, Rendong",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/37577677'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10418261,37577677,2024 Feb 05,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10418261'>PxBLAT: An efficient python binding library for BLAT.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37577677&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10418261/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37577677'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10418261/'>Cited By, Google</a>", ,PMID(37577677) OR  ,2024,26928205,,,
F32HD104408,"Department of Psychology, Northwestern University.",2024,"Luchkina, Elena; Waxman, Sandra",United States,1745-6924,6,<a href='https://pubmed.ncbi.nlm.nih.gov/37603076'>Perspectives on psychological science : a journal of the Association for Psychological Science</a>,Perspect Psychol Sci,19,eng,978-992,10879458,37603076,2024 Nov,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10879458'>Talking About the Absent and the Abstract: Referential Communication in Language and Gesture.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37603076&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10879458/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37603076'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10879458/'>Cited By, Google</a>", ,PMID(37603076) OR  ,2024,17456924,,,
U54EB027049,"Center for Innovation in Global Health Technologies (CIGHT), Robert J. Havey Institute for Global Health, Northwestern University Feinberg School of Medicine, Chicago, IL 60611 United States; Department of Biomedical Engineering, Northwestern University, Evanston, IL 60208 United States.",2024,"Butzler, Matthew A; Reed, Jennifer L; Knapton, Kirsten M; Afzal, Tania; Agarwal, Abhishek K; Schaeffer, Jakob; Saraiya, Neeraj; Oti, Lisa; White, Ezekiel R; Giacobbe, Emilie; Simons, Lacy M; Ozer, Egon A; McFall, Sally M",United States,1879-0070,1,<a href='https://pubmed.ncbi.nlm.nih.gov/37898036'>Diagnostic microbiology and infectious disease</a>,Diagn Microbiol Infect Dis,108,eng,116120,10842742,37898036,2024 Jan,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10842742'>Evaluation of the analytical performance of the 15-minute point-of-care DASHâ„¢ SARS-CoV-2 RT-qPCR test.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37898036&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10842742/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37898036'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10842742/'>Cited By, Google</a>", ,PMID(37898036) OR  ,2024,18790070,,,
T32CA193193,"Positive Psychology Center, University of Pennsylvania, Pennsylvania, Philadelphia, USA.",2024,"Kerry, Nicholas; White, K C; O'Brien, Mark L; Perry, Laura M; Clifton, Jeremy D W",United States,1467-6494,4,<a href='https://pubmed.ncbi.nlm.nih.gov/37614186'>Journal of personality</a>,J Pers,92,eng,1129-1142,10988650,37614186,2024 Aug,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10988650'>Despite popular intuition, positive world beliefs poorly reflect several objective indicators of privilege, including wealth, health, sex, and neighborhood safety.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37614186&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10988650/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37614186'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10988650/'>Cited By, Google</a>",3.19,PMID(37614186) OR  ,2024,14676494,,,
R01DK125577,"Division of Nephrology and Hypertension, Northwestern University Feinberg School of Medicine, Chicago, Illinois.",2024,"Chung, Eunah; Deacon, Patrick; Hu, Yueh-Chiang; Lim, Hee-Woong; Park, Joo-Seop",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/37645929'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10461989,37645929,2024 May 05,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10461989'>Hedgehog signaling is required for the maintenance of mesenchymal nephron progenitors.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37645929&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10461989/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37645929'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10461989/'>Cited By, Google</a>", ,PMID(37645929) OR  ,2024,26928205,,,
R21HD106759,"Department of Communication Sciences and Disorders, Northwestern University, 2240 Campus Drive, Evanston, IL 60208.",2024,"Rochanavibhata, Sirada; Marian, Viorica",United States,0885-2014, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39957969'>Cognitive development</a>,Cogn Dev,70,eng, ,11823670,39957969,2024,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11823670'>Language-Dependent Reminiscing: Bilingual Mother-Child Autobiographical Conversations Differ Across Thai and English.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39957969&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11823670/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39957969'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11823670/'>Cited By, Google</a>", ,PMID(39957969) OR  ,2024,08852014,,,
R01HD059858,"Department of Communication Sciences and Disorders, Northwestern University, 2240 Campus Drive, Evanston, IL 60208.",2024,"Rochanavibhata, Sirada; Marian, Viorica",United States,0885-2014, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39957969'>Cognitive development</a>,Cogn Dev,70,eng, ,11823670,39957969,2024,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11823670'>Language-Dependent Reminiscing: Bilingual Mother-Child Autobiographical Conversations Differ Across Thai and English.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39957969&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11823670/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39957969'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11823670/'>Cited By, Google</a>", ,PMID(39957969) OR  ,2024,08852014,,,
DP2GM140927,"Department of Pharmacology, Northwestern University Feinberg School of Medicine, Chicago, IL.",2024,"Gutierrez, Yulia M; Rocklin, Gabriel J",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39763793'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11702688,39763793,2024 Dec 21,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11702688'>Structural and energetic analysis of stabilizing indel mutations.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39763793&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11702688/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39763793'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11702688/'>Cited By, Google</a>", ,PMID(39763793) OR  ,2024,26928205,,,
U01HG011169,"Department of Population and Public Health Science, Center for Genetic Epidemiology, University of Southern California Keck School of Medicine, Los Angeles, CA, 90033 United States.",2024,"Fejzo, Marlena; Wang, Xinran; ZÃ¶llner, Julia; Pujol-Gualdo, NatÃ lia; Laisk, Triin; Estonian Biobank Research Team; Finer, Sarah; van Heel, David A; Genes & Health Research Team; Brumpton, Ben; Bhatta, Laxmi; Hveem, Kristian; Jasper, Elizabeth A; Velez Edwards, Digna R; Hellwege, Jacklyn N; Edwards, Todd; Jarvik, Gail P; Luo, Yuan; Khan, Atlas; MacGibbon, Kimber; Gao, Yuan; Ge, Gaoxiang; Averbukh, Inna; Soon, Erin; Angelo, Michael; Magnus, Per; Johansson, Stefan; NjÃ¸lstad, PÃ¥l R; Vaudel, Marc; Shu, Chang; Mancuso, Nicholas",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39764105'>Research square</a>,Res Sq, ,eng, ,11702859,39764105,2024 Dec 16,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11702859'>Multi-ancestry GWAS of severe pregnancy nausea and vomiting identifies risk loci associated with appetite, insulin signaling, and brain plasticity.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39764105&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11702859/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39764105'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11702859/'>Cited By, Google</a>", ,PMID(39764105) OR  ,2024,26935015,,,
R01EB026510,"Department of Chemical and Biological Engineering, Northwestern University, Evanston, Illinois 60208, United States.",2024,"Corcoran, William K; Cosio, Amparo; Edelstein, Hailey I; Leonard, Joshua N",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39574600'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11581020,39574600,2024 Nov 07,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11581020'>Exploring structure-function relationships in engineered receptor performance using computational structure prediction.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39574600&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11581020/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39574600'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11581020/'>Cited By, Google</a>", ,PMID(39574600) OR  ,2024,26928205,,,
K23HL173655, ,2024,"Jia, Jenny; Anderson, Colleen; Romero, Emily; Kandula, Namratha R; Caspi, Caitlin E; Beidas, Rinad S; O'Brien, Matthew J",United States,1548-6869,4S,<a href='https://pubmed.ncbi.nlm.nih.gov/39584270'>Journal of health care for the poor and underserved</a>,J Health Care Poor Underserved,35,eng,147-165,11896614,39584270,2024,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11896614'>Improving Client Experience and Charitable Food Reach and Access at Food Pantries: A Qualitative Study.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39584270&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11896614/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39584270'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11896614/'>Cited By, Google</a>", ,PMID(39584270) OR  ,2024,15486869,,,
T32CA193193,"Department of Health Systems and Population Health, University of Washington, School of Public Health, Seattle, WA, USA.",2024,"Ruiz, Raymond A; Lehavot, Keren; Heffner, Jaimee L; Kava, Christine M; Ornelas, India J",United States,2688-4518,4,<a href='https://pubmed.ncbi.nlm.nih.gov/39790992'>Annals of LGBTQ public and population health</a>,Ann LGBTQ Public Popul Health,5,eng,335-352,11709446,39790992,2024 Dec,"Coping and Social Support in Relation to Minority Stress and Cigarette Smoking Among Lesbian, Gay, and Bisexual Veterans.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39790992&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11709446/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39790992'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11709446/'>Cited By, Google</a>", ,PMID(39790992) OR  ,2024,26884518,,,
K25DK113242,"Department of Computer Science, Department of Preventive Medicine, Northwestern University, Evanston, IL, USA.",2024,"Shahi, Soroush; Fernandes, Glenn; Romano, Chris; Alshurafa, Nabil",United States,2376-8886, ,<a href='https://pubmed.ncbi.nlm.nih.gov/40012604'>... International Conference on Wearable and Implantable Body Sensor Networks. International Conference on Wearable and Implantable Body Sensor Networks</a>,Int Conf Wearable Implant Body Sens Netw,2024,eng, ,11864366,40012604,2024 Oct,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11864366'>When2Trigger: Evaluation Trade-offs in Vision-based Real-Time Eating Detection Systems.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=40012604&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11864366/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=40012604'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11864366/'>Cited By, Google</a>", ,PMID(40012604) OR  ,2024,23768886,,,
