Core Project Number,Affiliation,Pub Year,Authors,Country,ISSN,Journal Issue,Journal (Link to PubMed abstract),Journal Title ABBR,Journal Volume,Language,Page Number,PMC ID,PMID,PUB Date,Title (Link to full-text in PubMed Central),Related Publications in PubMed,Related Publications in Google Scholar,Articles Citing from PubMed Central,Articles Citing from Google Scholar,Relative Citation Ratio,_pmid_norm,_year_int,_issn_norm,_title_norm,APC 2025 (USD),Publisher,Journal,_journal_label,_publisher,apc_original,_waived_by_issn,_waived_by_title,_is_waived,apc_effective
D43TW010946,Africa Academy for Public Health (AAPH).,2024,"Yusufu, Innocent; Nagu, Tumaini; Ottaru, Theresia A; Sando, Mary Mmwanyika; Kaaya, Sylvia; Mbugi, Erasto; Hirschhorn, Lisa R; Hawkins, Claudia",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38798337'>Research square</a>,Res Sq, ,eng, ,11118687,38798337,2024 May 15,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11118687'>The prevalence of metabolic syndrome and associated factors among adults on antiretroviral therapy in Dar es Salaam, Tanzania.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38798337&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11118687/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38798337'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11118687/'>Cited By, Google</a>", ,38798337,2024,26935015,res sq,,,,Res Sq,Unknown,,False,False,False,
R01HL153122,"Division of Pulmonary and Critical Care Medicine, Northwestern University Feinberg School of Medicine, Chicago, IL 60611 USA.",2024,"Mambetsariev, Nurbek; Torres Acosta, Manuel A; Liu, Qianli; Flores, Carla P Reyes; Joudi, Anthony M; Helmin, Kathryn A; Gurkan, Jonathan K; Steinert, Elizabeth M; Morales-Nebreda, Luisa; Singer, Benjamin D",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38853959'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11160713,38853959,2024 Jun 02,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11160713'>FOXP3+ Regulatory T Cells Require TBET to Regulate Activated CD8+ T Cells During Recovery from Influenza Infection.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38853959&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11160713/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38853959'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11160713/'>Cited By, Google</a>", ,38853959,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
R01AG018436,Washington University in St. Louis.,2024,"Willroth, Emily C; Pfund, Gabrielle N; Mroczek, Daniel K; Hill, Patrick L",England,0890-2070,3,<a href='https://pubmed.ncbi.nlm.nih.gov/38863836'>European journal of personality</a>,Eur J Pers,38,eng,405-425,11164556,38863836,2024,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11164556'>Perceptions of a good life: Associations with culture, age, wellbeing, and health.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38863836&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11164556/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38863836'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11164556/'>Cited By, Google</a>", ,38863836,2024,08902070,eur j pers,,,,Eur J Pers,Unknown,,False,False,False,
R01CA241532,"Department of Radiological Sciences, University of California Irvine, Irvine, CA, USA.",2024,"Zhang, Zigeng; Yu, Guangbo; Eresen, Aydin; Chen, Zhilin; Yu, Zeyang; Yaghmai, Vahid; Zhang, Zhuoli",China,2305-5839,4,<a href='https://pubmed.ncbi.nlm.nih.gov/39118942'>Annals of translational medicine</a>,Ann Transl Med,12,eng,77,11304422,39118942,2024 Aug 01,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11304422'>Dendritic cell vaccination combined with irreversible electroporation for treating pancreatic cancer-a narrative review.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39118942&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11304422/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39118942'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11304422/'>Cited By, Google</a>", ,39118942,2024,23055839,ann transl med,,,,Ann Transl Med,Unknown,,False,False,False,
T32HD094699,"Department of Molecular Biosciences, Northwestern University, Evanston, IL 60208.",2024,"Narula, Juhi G; Wignall, Sarah M",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39131294'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11312516,39131294,2024 Aug 04,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11312516'>Polo-like kinase 1 prevents excess microtubule polymerization in C. elegans oocytes to ensure faithful meiosis.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39131294&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11312516/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39131294'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11312516/'>Cited By, Google</a>", ,39131294,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
U01MD011281,"Feinberg School of Medicine, Northwestern University, Chicago, Illinois.",2024,"Gordon, Jacob; Wongsomboon, Val; Alvarado Avila, Andrés; Lorenzo, Julianna; Mustanski, Brian; Macapagal, Kathryn",United States,1943-2755,1,<a href='https://pubmed.ncbi.nlm.nih.gov/38349349'>AIDS education and prevention : official publication of the International Society for AIDS Education</a>,AIDS Educ Prev,36,eng,15-Jan,11376320,38349349,2024 Feb,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11376320'>Experiences of Successful PrEP Uptake Among Adolescent Sexual Minority Men in the United States: A Qualitative Exploration.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38349349&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11376320/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38349349'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11376320/'>Cited By, Google</a>", ,38349349,2024,19432755,aids educ prev,,,,AIDS Educ Prev,Unknown,,False,False,False,
R21DC015880,"Department of Radiology, Northwestern University, Chicago, IL, USA.",2024,"Leaver, Amber M",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/38352362'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,10863023,38352362,2024 Feb 01,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10863023'>Perceptual and cognitive effects of focal tDCS of auditory cortex in tinnitus.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38352362&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10863023/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38352362'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10863023/'>Cited By, Google</a>", ,38352362,2024,,medrxiv,,,,medRxiv,Unknown,,False,False,False,
OT2OD026557,"Mary S. Easton Center for Alzheimer's Research and Care, Department of Neurology, David Geffen School of Medicine, University of California, Los Angeles, CA 90095, USA.",2024,"Fu, Mingzhou; Tran, Thai; Eskin, Eleazar; Lajonchere, Clara; Pasaniuc, Bogdan; Geschwind, Daniel H; Vossel, Keith; Chang, Timothy S",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/38370677'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,10871371,38370677,2024 Feb 06,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10871371'>Multi-class Modeling Identifies Shared Genetic Risk for Late-onset Epilepsy and Alzheimer's Disease.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38370677&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10871371/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38370677'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10871371/'>Cited By, Google</a>", ,38370677,2024,,medrxiv,,,,medRxiv,Unknown,,False,False,False,
K08NS118107,"F.M. Kirby Neurobiology Center, Department of Neurology, Boston Children's Hospital, Boston, MA, USA.",2024,"LaCoursiere, Christopher Mark; Ullmann, Jeremy F P; Koh, Hyun Yong; Turner, Laura; Baker, Cristina M; Robens, Barbara; Shao, Wanqing; Rotenberg, Alexander; McGraw, Christopher M; Poduri, Annapurna",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38370728'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10871320,38370728,2024 Feb 08,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10871320'>Zebrafish models of candidate human epilepsy-associated genes provide evidence of hyperexcitability.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38370728&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10871320/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38370728'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10871320/'>Cited By, Google</a>", ,38370728,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
P01AG049665,"Division of Pulmonary and Critical Care Medicine, Department of Medicine, Northwestern University Feinberg School of Medicine, Chicago, IL, USA.",2024,"Gao, Catherine A; Markov, Nikolay S; Pickens, Chiagozie; Pawlowski, Anna; Kang, Mengjia; Walter, James M; Singer, Benjamin D; Wunderink, Richard G",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/38370841'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,10871379,38370841,2024 Feb 07,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10871379'>An observational cohort study of bronchoalveolar lavage fluid galactomannan and Aspergillus culture positivity in patients requiring mechanical ventilation.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38370841&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10871379/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38370841'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10871379/'>Cited By, Google</a>", ,38370841,2024,,medrxiv,,,,medRxiv,Unknown,,False,False,False,
R01DC013315,"Department of Mathematics and Statistics, Indian Institute of Technology, Kanpur, 208016, Uttar Pradesh, India.",2024,"Mukhopadhyay, Minerva; McHaney, Jacie R; Chandrasekaran, Bharath; Sarkar, Abhra",United States,1860-0980,2,<a href='https://pubmed.ncbi.nlm.nih.gov/38374497'>Psychometrika</a>,Psychometrika,89,eng,461-485, ,38374497,2024 Jun,Bayesian Semiparametric Longitudinal Inverse-Probit Mixed Models for Category Learning.,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38374497&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Bayesian Semiparametric Longitudinal Inverse-Probit Mixed Models for Category Learning.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38374497'>Cited By, PMID</a>", , ,38374497,2024,18600980,psychometrika,,,,Psychometrika,Unknown,,False,False,False,
KL2TR001424,"From the Shirley Ryan AbilityLab, Chicago, Illinois (IR, JN, JF, PJ, GS); Northwestern University Feinberg School of Medicine, Chicago, Illinois (IR, JM, JF, PJ, GS); and Robert H. Lurie Cancer Center, Northwestern University, Chicago, Illinois (IR).",2024,"Roy, Ishan; Marks, Julia; Fram, Julia; Jayabalan, Prakash; Spill, Gayle",United States,1537-7385,8,<a href='https://pubmed.ncbi.nlm.nih.gov/38377051'>American journal of physical medicine & rehabilitation</a>,Am J Phys Med Rehabil,103,eng,698-702,11236954,38377051,2024 Aug 01,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11236954'>Decreased Bed Mobility Function Is Associated With Postdischarge Mortality for Cancer Patients in Inpatient Rehabilitation.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38377051&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11236954/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38377051'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11236954/'>Cited By, Google</a>", ,38377051,2024,15377385,am j phys med rehabil,,,,Am J Phys Med Rehabil,Unknown,,False,False,False,
T32CA247801,"Department of Surgery, Northwestern University Feinberg School of Medicine, University, Chicago, IL, USA.",2024,"Janczewski, Lauren M; Joung, Rachel H; Borhani, Amir A; Lewandowski, Robert J; Velichko, Yury S; Mulcahy, Mary F; Mahalingam, Devalingam; Law, Jennifer; Bowman, Caitlin; Keswani, Rajesh N; Poylin, Vitaliy Y; Bentrem, David J; Merkow, Ryan P",England,1477-2574,5,<a href='https://pubmed.ncbi.nlm.nih.gov/38383208'>HPB : the official journal of the International Hepato Pancreato Biliary Association</a>,HPB (Oxford),26,eng,656-663, ,38383208,2024 May,Safety and feasibility of establishing an adjuvant hepatic artery infusion program.,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38383208&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Safety and feasibility of establishing an adjuvant hepatic artery infusion program.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38383208'>Cited By, PMID</a>", , ,38383208,2024,14772574,hpb (oxford),,,,HPB (Oxford),Unknown,,False,False,False,
U01HL146240, ,2024,"Peterson, Tess E; Hahn, Virginia S; Moaddel, Ruin; Zhu, Min; Haberlen, Sabina A; Palella, Frank J; Plankey, Michael; Bader, Joel S; Lima, Joao Ac; Gerszten, Robert E; Rotter, Jerome I; Rich, Stephen S; Heckbert, Susan R; Kirk, Gregory D; Piggott, Damani A; Ferrucci, Luigi; Margolick, Joseph B; Brown, Todd T; Wu, Katherine C; Post, Wendy S",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/38405757'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,10888991,38405757,2024 Feb 14,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10888991'>Proteomic Signature of HIV-Associated Subclinical Left Atrial Remodeling and Incident Heart Failure.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38405757&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10888991/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38405757'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10888991/'>Cited By, Google</a>", ,38405757,2024,,medrxiv,,,,medRxiv,Unknown,,False,False,False,
OT2OD026557,"Department of Epidemiology, University of Michigan, Ann Arbor, MI, USA.",2024,"Salvatore, Maxwell; Kundu, Ritoban; Shi, Xu; Friese, Christopher R; Lee, Seunggeun; Fritsche, Lars G; Mondul, Alison M; Hanauer, David; Pearce, Celeste Leigh; Mukherjee, Bhramar",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/38405832'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,10888982,38405832,2024 Feb 13,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10888982'>To weight or not to weight? Studying the effect of selection bias in three large EHR-linked biobanks.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38405832&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10888982/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38405832'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10888982/'>Cited By, Google</a>", ,38405832,2024,,medrxiv,,,,medRxiv,Unknown,,False,False,False,
R01DK109539, ,2024,"Goedegebuure, Madeleine; Bury, Matthew; Wang, Xinlong; San Felice, Pasquale; Cammarata, Federico; Wang, Larry; Sharma, Tiffany; Rajinikanth, Nachiket; Karra, Vikram; Siddha, Vidhika; Sharma, Arun; Ameer, Guillermo",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38405945'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10888809,38405945,2024 Feb 18,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10888809'>A biodegradable microgrooved and tissue mechanocompatible citrate-based scaffold improves bladder tissue regeneration.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38405945&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10888809/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38405945'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10888809/'>Cited By, Google</a>", ,38405945,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
R01HL074338,University of Gothenburg.,2024,"Osmancevic, Amar; Allison, Matthew; Miljkovic, Iva; Vella, Chantal A; Ouyang, Pamela; Trimpou, Penelope; Daka, Bledar",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38410430'>Research square</a>,Res Sq, ,eng, ,10896404,38410430,2024 Feb 12,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10896404'>Sex Hormones and Abdominal Muscle Area and Radiodensity in Men: The Multi-Ethnic Study of Atherosclerosis.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38410430&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10896404/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38410430'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10896404/'>Cited By, Google</a>", ,38410430,2024,26935015,res sq,,,,Res Sq,Unknown,,False,False,False,
OT2OD026557,"David Geffen School of Medicine, University of California, Los Angeles.",2024,"Chang, Timothy; Fu, Mingzhou; Valiente-Banuet, Leopoldo; Wadhwa, Satpal; Pasaniuc, Bogdan; Vossel, Keith",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38410460'>Research square</a>,Res Sq, ,eng, ,10896371,38410460,2024 Feb 15,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10896371'>Improving genetic risk modeling of dementia from real-world data in underrepresented populations.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38410460&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10896371/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38410460'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10896371/'>Cited By, Google</a>", ,38410460,2024,26935015,res sq,,,,Res Sq,Unknown,,False,False,False,
