Order (# NIH papers 01-07/2025),Journal,ISSN1,ISSN2,ISSN3,ISSN4,Publisher,Publications acknowledging NIH funding (01-07/2025),Journal OA status,Publisher type,APC 2025 (USD),APC category,Total APCs (based on 01-07/2025),APCs covered by $2k cap,% covered by $2k cap,APCs not covered by $2k cap,APCs covered by $3k cap,% covered by $3k cap,APCs not covered by $3k cap,APCs covered by $6 cap,% covered by $6 cap,APCs not covered by $6 cap
1717,Green Chemistry,1463-9262,1463-9270,,,Royal Society of Chemistry (RSC),7,hybrid,not for profit,4067,"$4,001-$5,000",28469,14000,0.49176297,14469,21000,0.737644455,7469,28469,1,0
1718,Computers & Chemical Engineering,0098-1354,1873-4375,,,Elsevier,7,hybrid,for profit,4050,"$4,001-$5,000",28350,14000,0.49382716,14350,21000,0.740740741,7350,28350,1,0
1719,Comprehensive Psychoneuroendocrinology,2666-4976,,,,Elsevier,7,gold,for profit,2180,"$2,001-$3,000",15260,14000,0.917431193,1260,15260,1,0,15260,1,0
1720,Network Neuroscience,2472-1751,,,,MIT Press,7,gold,not for profit,2250,"$2,001-$3,000",15750,14000,0.888888889,1750,15750,1,0,15750,1,0
1721,Physical Review D,2470-0010,1089-4918,2470-0029,,American Physical Society (APS),7,hybrid,not for profit,2840,"$2,001-$3,000",19880,14000,0.704225352,5880,19880,1,0,19880,1,0
1722,Pathogens and Immunity,2469-2964,,,,Case Western Reserve University,7,gold (diamond),not for profit,0,0,0,0,1,0,0,1,0,0,1,0
1723,RadioGraphics,0271-5333,1527-1323,,,Radiological Society of North America (RSNA),7,hybrid,not for profit,3500,"$3,001-$4,000",24500,14000,0.571428571,10500,21000,0.857142857,3500,24500,1,0
1724,Database,1758-0463,,,,Oxford University Press (OUP),7,gold,not for profit,2729,"$2,001-$3,000",19103,14000,0.732869183,5103,19103,1,0,19103,1,0
1725,Seminars in Liver Disease,0272-8087,1098-8971,,,Thieme,7,hybrid,for profit,3450,"$3,001-$4,000",24150,14000,0.579710145,10150,21000,0.869565217,3150,24150,1,0
1727,Psychiatry Research Neuroimaging,0925-4927,1872-7506,,,Elsevier,7,hybrid,for profit,3110,"$3,001-$4,000",21770,14000,0.643086817,7770,21000,0.964630225,770,21770,1,0
1728,Sensors and Actuators B Chemical,0925-4005,1873-3077,,,Elsevier,7,hybrid,for profit,5010,"$5,001-$6,000",35070,14000,0.399201597,21070,21000,0.598802395,14070,35070,1,0
1729,The Lancet Rheumatology,2665-9913,,,,Elsevier,7,hybrid,for profit,7280,"$7,001-$8,000",50960,14000,0.274725275,36960,21000,0.412087912,29960,42000,0.824175824,8960
1730,Communications Earth & Environment,2662-4435,,,,Springer Nature,7,gold,for profit,3490,"$3,001-$4,000",24430,14000,0.573065903,10430,21000,0.859598854,3430,24430,1,0
1731,Frontiers in Plant Science,1664-462X,,,,Frontiers,7,gold,for profit,3937.5,"$3,001-$4,000",27562.5,14000,0.507936508,13562.5,21000,0.761904762,6562.5,27562.5,1,0
1732,Sexual Health,1448-5028,1449-8987,,,CSIRO Publishing,7,hybrid,not for profit,2700,"$2,001-$3,000",18900,14000,0.740740741,4900,18900,1,0,18900,1,0
1733,International Journal of Oral Science,1674-2818,2049-3169,,,Springer Nature,7,gold,for profit,3890,"$3,001-$4,000",27230,14000,0.514138817,13230,21000,0.771208226,6230,27230,1,0
1734,Protein Expression and Purification,1046-5928,1096-0279,,,Elsevier,7,hybrid,for profit,3680,"$3,001-$4,000",25760,14000,0.543478261,11760,21000,0.815217391,4760,25760,1,0
1735,Evaluation and Program Planning,0149-7189,1873-7870,,,Elsevier,7,hybrid,for profit,3370,"$3,001-$4,000",23590,14000,0.59347181,9590,21000,0.890207715,2590,23590,1,0
1736,Research,2518-9247,2639-5274,,,American Association for the Advancement of Science (AAAS),7,gold,not for profit,3000,"$2,001-$3,000",21000,14000,0.666666667,7000,21000,1,0,21000,1,0
1737,Journal of Biological Engineering,1754-1611,,,,Springer Nature,7,gold,for profit,2890,"$2,001-$3,000",20230,14000,0.692041522,6230,20230,1,0,20230,1,0
1738,Epidemics,1755-4365,1878-0067,,,Elsevier,7,gold,for profit,2730,"$2,001-$3,000",19110,14000,0.732600733,5110,19110,1,0,19110,1,0
1739,Natural Product Reports,0265-0568,1460-4752,,,Royal Society of Chemistry (RSC),7,hybrid,not for profit,4067,"$4,001-$5,000",28469,14000,0.49176297,14469,21000,0.737644455,7469,28469,1,0
1740,Journal of Hematology & Oncology,1756-8722,,,,Springer Nature,7,gold,for profit,4990,"$4,001-$5,000",34930,14000,0.400801603,20930,21000,0.601202405,13930,34930,1,0
1741,Heart,1355-6037,1468-201X,,,BMJ,7,hybrid,for profit,4953,"$4,001-$5,000",34671,14000,0.403795679,20671,21000,0.605693519,13671,34671,1,0
1742,BioEssays,0265-9247,1521-1878,,,Wiley,7,hybrid,for profit,5330,"$5,001-$6,000",37310,14000,0.375234522,23310,21000,0.562851782,16310,37310,1,0
1743,International Journal of Hyperthermia,0265-6736,1464-5157,,,Taylor & Francis,7,gold,for profit,2990,"$2,001-$3,000",20930,14000,0.668896321,6930,20930,1,0,20930,1,0
1744,Current Opinion in Cardiology,0268-4705,1531-7080,,,Wolters Kluwer,7,hybrid,for profit,4600,"$4,001-$5,000",32200,14000,0.434782609,18200,21000,0.652173913,11200,32200,1,0
1745,ACS Applied Polymer Materials,2637-6105,,,,American Chemical Society (ACS),7,hybrid,not for profit,4500,"$4,001-$5,000",31500,14000,0.444444444,17500,21000,0.666666667,10500,31500,1,0
1746,Expert Opinion on Drug Metabolism & Toxicology,1742-5255,1744-7607,,,Taylor & Francis,7,hybrid,for profit,5000,"$4,001-$5,000",35000,14000,0.4,21000,21000,0.6,14000,35000,1,0
1747,Neurosurgery,0148-396X,1524-4040,,,Wolters Kluwer,7,hybrid,for profit,4600,"$4,001-$5,000",32200,14000,0.434782609,18200,21000,0.652173913,11200,32200,1,0
1748,Infant Mental Health Journal Infancy and Early Childhood,0163-9641,1097-0355,,,Wiley,7,hybrid,for profit,3090,"$3,001-$4,000",21630,14000,0.647249191,7630,21000,0.970873786,630,21630,1,0
1749,Pharmacology & Therapeutics,0163-7258,1879-016X,,,Elsevier,7,hybrid,for profit,5660,"$5,001-$6,000",39620,14000,0.35335689,25620,21000,0.530035336,18620,39620,1,0
1750,Bipolar Disorders,1398-5647,1399-5618,,,Wiley,7,hybrid,for profit,4730,"$4,001-$5,000",33110,14000,0.422832981,19110,21000,0.634249471,12110,33110,1,0
1751,Current Psychology,1046-1310,1936-4733,,,Springer Nature,7,hybrid,for profit,3390,"$3,001-$4,000",23730,14000,0.589970501,9730,21000,0.884955752,2730,23730,1,0
1752,Journal of Applied Developmental Psychology,0193-3973,1873-7900,,,Elsevier,7,hybrid,for profit,3580,"$3,001-$4,000",25060,14000,0.558659218,11060,21000,0.837988827,4060,25060,1,0
1753,American Journal of Nephrology,0250-8095,1421-9670,,,Karger Publishers,7,hybrid,for profit,3950,"$3,001-$4,000",27650,14000,0.506329114,13650,21000,0.759493671,6650,27650,1,0
1754,Journal of Biosciences,0250-5991,0973-7138,,,Springer Nature,7,gold (diamond),for profit,0,0,0,0,1,0,0,1,0,0,1,0
1755,Journal of Hypertension,0263-6352,1473-5598,,,Wolters Kluwer,7,hybrid,for profit,4900,"$4,001-$5,000",34300,14000,0.408163265,20300,21000,0.612244898,13300,34300,1,0
1756,Journal of Cannabis Research,2522-5782,,,,Springer Nature,7,gold,for profit,2590,"$2,001-$3,000",18130,14000,0.772200772,4130,18130,1,0,18130,1,0
1757,AAPS PharmSciTech,0163-5158,1530-9932,,,Springer Nature,7,hybrid,for profit,4190,"$4,001-$5,000",29330,14000,0.477326969,15330,21000,0.715990453,8330,29330,1,0
1758,Journal of Virological Methods,0166-0934,1879-0984,,,Elsevier,7,hybrid,for profit,3210,"$3,001-$4,000",22470,14000,0.62305296,8470,21000,0.934579439,1470,22470,1,0
1759,Vaccine X,2590-1362,,,,Elsevier,7,gold,for profit,2440,"$2,001-$3,000",17080,14000,0.819672131,3080,17080,1,0,17080,1,0
1760,Expert Opinion on Drug Discovery,1746-0441,1746-045X,,,Taylor & Francis,7,hybrid,for profit,5000,"$4,001-$5,000",35000,14000,0.4,21000,21000,0.6,14000,35000,1,0
1761,Environmental Toxicology and Pharmacology,1382-6689,1872-7077,,,Elsevier,7,hybrid,for profit,3540,"$3,001-$4,000",24780,14000,0.564971751,10780,21000,0.847457627,3780,24780,1,0
1762,Ophthalmic Genetics,1381-6810,1744-5094,,,Taylor & Francis,7,hybrid,for profit,3650,"$3,001-$4,000",25550,14000,0.547945205,11550,21000,0.821917808,4550,25550,1,0
1763,Journal of the Royal Statistical Society Series B Statistical Methodology,1369-7412,1467-9868,,,Oxford University Press (OUP),7,hybrid,not for profit,3538.35,"$3,001-$4,000",24768.45,14000,0.565235209,10768.45,21000,0.847852813,3768.45,24768.45,1,0
1764,Journal of Molecular Medicine,0946-2716,1432-1440,,,Springer Nature,7,hybrid,for profit,4390,"$4,001-$5,000",30730,14000,0.455580866,16730,21000,0.683371298,9730,30730,1,0
1765,Virchows Archiv,0945-6317,1432-2307,,,Springer Nature,7,hybrid,for profit,4790,"$4,001-$5,000",33530,14000,0.417536534,19530,21000,0.626304802,12530,33530,1,0
1766,Cancer & Metabolism,2049-3002,,,,Springer Nature,7,gold,for profit,3190,"$3,001-$4,000",22330,14000,0.626959248,8330,21000,0.940438871,1330,22330,1,0
1767,Sexually Transmitted Infections,1368-4973,1472-3263,,,BMJ,7,hybrid,for profit,4953,"$4,001-$5,000",34671,14000,0.403795679,20671,21000,0.605693519,13671,34671,1,0
1768,"Substance Abuse Treatment, Prevention, and Policy",1747-597X,,,,Springer Nature,7,gold,for profit,3090,"$3,001-$4,000",21630,14000,0.647249191,7630,21000,0.970873786,630,21630,1,0
1769,Annals of Hematology,0939-5555,1432-0584,,,Springer Nature,7,gold,for profit,4590,"$4,001-$5,000",32130,14000,0.435729847,18130,21000,0.653594771,11130,32130,1,0
1770,International Urogynecology Journal,0937-3462,1433-3023,,,Springer Nature,7,hybrid,for profit,3790,"$3,001-$4,000",26530,14000,0.527704485,12530,21000,0.791556728,5530,26530,1,0
1771,Disability and Rehabilitation Assistive Technology,1748-3107,1748-3115,,,Taylor & Francis,7,hybrid,for profit,3650,"$3,001-$4,000",25550,14000,0.547945205,11550,21000,0.821917808,4550,25550,1,0
1772,MethodsX,2215-0161,,,,Elsevier,7,gold,for profit,1260,"$1,001-$2,000",8820,8820,1,0,8820,1,0,8820,1,0
1773,IJC Heart & Vasculature,2214-7632,2352-9067,,,Elsevier,7,gold,for profit,3330,"$3,001-$4,000",23310,14000,0.600600601,9310,21000,0.900900901,2310,23310,1,0
1774,Journal of Geriatric Psychiatry and Neurology,0891-9887,1552-5708,,,SAGE Publications,7,hybrid,for profit,4150,"$4,001-$5,000",29050,14000,0.481927711,15050,21000,0.722891566,8050,29050,1,0
1775,Neurotoxicology and Teratology,0892-0362,1872-9738,,,Elsevier,7,hybrid,for profit,3850,"$3,001-$4,000",26950,14000,0.519480519,12950,21000,0.779220779,5950,26950,1,0
1776,Age and Ageing,0002-0729,1468-2834,,,Oxford University Press (OUP),7,hybrid,not for profit,3786.75,"$3,001-$4,000",26507.25,14000,0.528157391,12507.25,21000,0.792236086,5507.25,26507.25,1,0
1777,Brain Pathology,1015-6305,1750-3639,,,Wiley,7,gold,for profit,4080,"$4,001-$5,000",28560,14000,0.490196078,14560,21000,0.735294118,7560,28560,1,0
1778,Sustainability,2071-1050,,,,MDPI,7,gold,for profit,3000,"$2,001-$3,000",21000,14000,0.666666667,7000,21000,1,0,21000,1,0
1779,Sage Open Pediatrics,3050-2225,,,,SAGE Publications,7,gold,for profit,2800,"$2,001-$3,000",19600,14000,0.714285714,5600,19600,1,0,19600,1,0
1780,Journal of Sickle Cell Disease,3029-0473,,,,Oxford University Press (OUP),7,gold,not for profit,2500,"$2,001-$3,000",17500,14000,0.8,3500,17500,1,0,17500,1,0
1781,British Journal of Radiology,0007-1285,1748-880X,,,Oxford University Press (OUP),7,hybrid,not for profit,3076.65,"$3,001-$4,000",21536.55,14000,0.650057693,7536.55,21000,0.975086539,536.55,21536.55,1,0
1782,Journal of Biomedical Materials Research Part B Applied Biomaterials,1552-4973,1552-4981,,,Wiley,7,hybrid,for profit,3400,"$3,001-$4,000",23800,14000,0.588235294,9800,21000,0.882352941,2800,23800,1,0
1783,British Journal Of Nutrition,0007-1145,1475-2662,,,Cambridge University Press (CUP),7,hybrid,not for profit,3550,"$3,001-$4,000",24850,14000,0.563380282,10850,21000,0.845070423,3850,24850,1,0
1784,ACS Electrochemistry,2997-0571,,,,American Chemical Society (ACS),7,hybrid,not for profit,4500,"$4,001-$5,000",31500,14000,0.444444444,17500,21000,0.666666667,10500,31500,1,0
1785,NAR Molecular Medicine,2976-856X,,,,Oxford University Press (OUP),7,gold,not for profit,2300,"$2,001-$3,000",16100,14000,0.869565217,2100,16100,1,0,16100,1,0
1786,Substance Use Research and Treatment,2976-8357,1178-2218,,,SAGE Publications,7,gold,for profit,2800,"$2,001-$3,000",19600,14000,0.714285714,5600,19600,1,0,19600,1,0
1787,Community Mental Health Journal,0010-3853,1573-2789,,,Springer Nature,7,hybrid,for profit,4390,"$4,001-$5,000",30730,14000,0.455580866,16730,21000,0.683371298,9730,30730,1,0
1788,Infectious Disease Reports,2036-7430,2036-7449,,,MDPI,7,gold,for profit,2250,"$2,001-$3,000",15750,14000,0.888888889,1750,15750,1,0,15750,1,0
1789,Wound Repair and Regeneration,1067-1927,1524-475X,,,Wiley,7,hybrid,for profit,3750,"$3,001-$4,000",26250,14000,0.533333333,12250,21000,0.8,5250,26250,1,0
1790,Journal of Cellular Neuroscience,3067-1132,2377-8091,,,Science Publications (SCIPUB),7,gold,for profit,99,"$1-$1,000",693,693,1,0,693,1,0,693,1,0
1791,The Annals of Family Medicine,1544-1709,1544-1717,,,Annals of Family Medicine,6,gold (diamond),not for profit,0,0,0,0,1,0,0,1,0,0,1,0
1792,American Journal of Biological Anthropology,0002-9483,2692-7691,,,Wiley,6,hybrid,for profit,4840,"$4,001-$5,000",29040,12000,0.41322314,17040,18000,0.619834711,11040,29040,1,0
1793,Journal of Human Immunity,3065-8993,,,,Rockefeller University Press,6,gold,not for profit,3500,"$3,001-$4,000",21000,12000,0.571428571,9000,18000,0.857142857,3000,21000,1,0
1794,Journal of Diabetes Investigation,2040-1116,2040-1124,,,Wiley,6,gold,for profit,3850,"$3,001-$4,000",23100,12000,0.519480519,11100,18000,0.779220779,5100,23100,1,0
1795,Current Opinion in Hematology,1065-6251,1531-7048,,,Wolters Kluwer,6,hybrid,for profit,4700,"$4,001-$5,000",28200,12000,0.425531915,16200,18000,0.638297872,10200,28200,1,0
1796,CA A Cancer Journal for Clinicians,0007-9235,1542-4863,,,Wiley,6,gold,for profit,4330,"$4,001-$5,000",25980,12000,0.461893764,13980,18000,0.692840647,7980,25980,1,0
1797,Remote Sensing,2072-4292,,,,MDPI,6,gold,for profit,3375,"$3,001-$4,000",20250,12000,0.592592593,8250,18000,0.888888889,2250,20250,1,0
1798,Pediatric Rheumatology,1546-0096,,,,Springer Nature,6,gold,for profit,3090,"$3,001-$4,000",18540,12000,0.647249191,6540,18000,0.970873786,540,18540,1,0
1799,Journal of Food Composition and Analysis,0889-1575,1096-0481,,,Elsevier,6,hybrid,for profit,3450,"$3,001-$4,000",20700,12000,0.579710145,8700,18000,0.869565217,2700,20700,1,0
1800,AIDS Research and Human Retroviruses,0889-2229,1931-8405,,,Mary Ann Liebert,6,hybrid,for profit,3600,"$3,001-$4,000",21600,12000,0.555555556,9600,18000,0.833333333,3600,21600,1,0
1801,The Lancet Psychiatry,2215-0366,2215-0374,,,Elsevier,6,hybrid,for profit,7280,"$7,001-$8,000",43680,12000,0.274725275,31680,18000,0.412087912,25680,36000,0.824175824,7680
1802,Journal of Neuro-Ophthalmology,1070-8022,1536-5166,,,Wolters Kluwer,6,hybrid,for profit,4100,"$4,001-$5,000",24600,12000,0.487804878,12600,18000,0.731707317,6600,24600,1,0
1803,Eye & Contact Lens Science & Clinical Practice,1542-2321,1542-233X,,,Wolters Kluwer,6,hybrid,for profit,3500,"$3,001-$4,000",21000,12000,0.571428571,9000,18000,0.857142857,3000,21000,1,0
1804,ACS Macro Letters,2161-1653,,,,American Chemical Society (ACS),6,hybrid,not for profit,4500,"$4,001-$5,000",27000,12000,0.444444444,15000,18000,0.666666667,9000,27000,1,0
1805,Dysphagia,0179-051X,1432-0460,,,Springer Nature,6,hybrid,for profit,4590,"$4,001-$5,000",27540,12000,0.435729847,15540,18000,0.653594771,9540,27540,1,0
1806,Calcified Tissue International,0171-967X,1432-0827,,,Springer Nature,6,hybrid,for profit,3990,"$3,001-$4,000",23940,12000,0.501253133,11940,18000,0.751879699,5940,23940,1,0
1807,CardioVascular and Interventional Radiology,0174-1551,1432-086X,,,Springer Nature,6,hybrid,for profit,4490,"$4,001-$5,000",26940,12000,0.445434298,14940,18000,0.668151448,8940,26940,1,0
1808,HIV Research & Clinical Practice,2578-7489,2578-7470,,,Taylor & Francis,6,gold,for profit,2990,"$2,001-$3,000",17940,12000,0.668896321,5940,17940,1,0,17940,1,0
1809,Health Expectations,1369-6513,1369-7625,,,Wiley,6,gold,for profit,4190,"$4,001-$5,000",25140,12000,0.477326969,13140,18000,0.715990453,7140,25140,1,0
1810,Materials Today,1369-7021,1873-4103,,,Elsevier,6,hybrid,for profit,6070,"$6,001-$7,000",36420,12000,0.329489292,24420,18000,0.494233937,18420,36000,0.988467875,420
1811,JBIC Journal of Biological Inorganic Chemistry,0949-8257,1432-1327,,,Springer Nature,6,hybrid,for profit,3990,"$3,001-$4,000",23940,12000,0.501253133,11940,18000,0.751879699,5940,23940,1,0
1812,Journal of Clinical and Experimental Neuropsychology,1380-3395,1744-411X,,,Taylor & Francis,6,hybrid,for profit,4000,"$3,001-$4,000",24000,12000,0.5,12000,18000,0.75,6000,24000,1,0
1813,Archives of Suicide Research,1381-1118,1573-8159,1543-6136,,Taylor & Francis,6,hybrid,for profit,3650,"$3,001-$4,000",21900,12000,0.547945205,9900,18000,0.821917808,3900,21900,1,0
1814,International Journal of Psychophysiology,0167-8760,1872-7697,,,Elsevier,6,hybrid,for profit,3540,"$3,001-$4,000",21240,12000,0.564971751,9240,18000,0.847457627,3240,21240,1,0
1815,Seminars in Fetal and Neonatal Medicine,1744-165X,1878-0946,,,Elsevier,6,hybrid,for profit,4590,"$4,001-$5,000",27540,12000,0.435729847,15540,18000,0.653594771,9540,27540,1,0
1816,Global Public Health,1744-1692,1744-1706,,,Taylor & Francis,6,gold,for profit,3300,"$3,001-$4,000",19800,12000,0.606060606,7800,18000,0.909090909,1800,19800,1,0
1817,Nature Physics,1745-2473,1745-2481,,,Springer Nature,6,hybrid,for profit,12690,"$12,001-$13,000",76140,12000,0.157604413,64140,18000,0.236406619,58140,36000,0.472813239,40140
1818,Biofilm,2590-2075,,,,Elsevier,6,gold,for profit,3140,"$3,001-$4,000",18840,12000,0.636942675,6840,18000,0.955414013,840,18840,1,0
1819,Separation and Purification Technology,1383-5866,1873-3794,,,Elsevier,6,hybrid,for profit,4060,"$4,001-$5,000",24360,12000,0.492610837,12360,18000,0.738916256,6360,24360,1,0
1820,Women's Health Issues,1049-3867,1878-4321,,,Elsevier,6,hybrid,for profit,3220,"$3,001-$4,000",19320,12000,0.621118012,7320,18000,0.931677019,1320,19320,1,0
1821,Nature Machine Intelligence,2522-5839,,,,Springer Nature,6,hybrid,for profit,12690,"$12,001-$13,000",76140,12000,0.157604413,64140,18000,0.236406619,58140,36000,0.472813239,40140
1822,Family Practice,0263-2136,1460-2229,,,Oxford University Press (OUP),6,hybrid,not for profit,4892,"$4,001-$5,000",29352,12000,0.408830744,17352,18000,0.613246116,11352,29352,1,0
1823,Cancer Gene Therapy,0929-1903,1476-5500,,,Springer Nature,6,hybrid,for profit,4990,"$4,001-$5,000",29940,12000,0.400801603,17940,18000,0.601202405,11940,29940,1,0
1824,Mayo Clinic Proceedings Innovations Quality & Outcomes,2542-4548,,,,Elsevier,6,gold,for profit,3000,"$2,001-$3,000",18000,12000,0.666666667,6000,18000,1,0,18000,1,0
1825,International Journal of Mental Health Systems,1752-4458,,,,Springer Nature,6,gold,for profit,3590,"$3,001-$4,000",21540,12000,0.557103064,9540,18000,0.835654596,3540,21540,1,0
1826,Human Immunology,0198-8859,1879-1166,,,Elsevier,6,hybrid,for profit,3600,"$3,001-$4,000",21600,12000,0.555555556,9600,18000,0.833333333,3600,21600,1,0
1827,Influenza and Other Respiratory Viruses,1750-2640,1750-2659,,,Wiley,6,gold,for profit,4840,"$4,001-$5,000",29040,12000,0.41322314,17040,18000,0.619834711,11040,29040,1,0
1828,Immunotherapy,1750-743X,1750-7448,,,Taylor & Francis,6,hybrid,for profit,4000,"$3,001-$4,000",24000,12000,0.5,12000,18000,0.75,6000,24000,1,0
1829,Neurochemistry International,0197-0186,1872-9754,,,Elsevier,6,hybrid,for profit,4170,"$4,001-$5,000",25020,12000,0.479616307,13020,18000,0.71942446,7020,25020,1,0
1830,Proceedings of the ACM on Human-Computer Interaction,2573-0142,,,,Association for Computing Machinery (ACM),6,hybrid,not for profit,350,"$1-$1,000",2100,2100,1,0,2100,1,0,2100,1,0
1832,Seminars in Immunology,1044-5323,1096-3618,,,Elsevier,6,hybrid,for profit,4370,"$4,001-$5,000",26220,12000,0.457665904,14220,18000,0.686498856,8220,26220,1,0
1833,Molecular and Cellular Neuroscience,1044-7431,1095-9327,,,Elsevier,6,hybrid,for profit,3450,"$3,001-$4,000",20700,12000,0.579710145,8700,18000,0.869565217,2700,20700,1,0
1834,Basic & Clinical Pharmacology & Toxicology,1742-7835,1742-7843,,,Wiley,6,hybrid,for profit,4650,"$4,001-$5,000",27900,12000,0.430107527,15900,18000,0.64516129,9900,27900,1,0
1835,Virology Journal,1743-422X,,,,Springer Nature,6,gold,for profit,3290,"$3,001-$4,000",19740,12000,0.607902736,7740,18000,0.911854103,1740,19740,1,0
1836,JAC-Antimicrobial Resistance,2632-1823,,,,Oxford University Press (OUP),6,gold,not for profit,2670.3,"$2,001-$3,000",16021.8,12000,0.748979515,4021.8,16021.8,1,0,16021.8,1,0
1837,Clinical Cardiology,0160-9289,1932-8737,,,Wiley,6,gold,for profit,3810,"$3,001-$4,000",22860,12000,0.524934383,10860,18000,0.787401575,4860,22860,1,0
1838,Reproductive Health,1742-4755,,,,Springer Nature,6,gold,for profit,3290,"$3,001-$4,000",19740,12000,0.607902736,7740,18000,0.911854103,1740,19740,1,0
1839,Sensors & Diagnostics,2635-0998,,,,Royal Society of Chemistry (RSC),6,gold,not for profit,2847,"$2,001-$3,000",17082,12000,0.702493853,5082,17082,1,0,17082,1,0
1840,Annals of Plastic Surgery,0148-7043,1536-3708,,,Wolters Kluwer,6,hybrid,for profit,4300,"$4,001-$5,000",25800,12000,0.465116279,13800,18000,0.697674419,7800,25800,1,0
1841,Bone Marrow Transplantation,0268-3369,1476-5365,,,Springer Nature,6,hybrid,for profit,4990,"$4,001-$5,000",29940,12000,0.400801603,17940,18000,0.601202405,11940,29940,1,0
1843,Journal of Healthcare Informatics Research,2509-4971,2509-498X,,,Springer Nature,6,hybrid,for profit,3490,"$3,001-$4,000",20940,12000,0.573065903,8940,18000,0.859598854,2940,20940,1,0
1844,The International Journal of Biochemistry & Cell Biology,1357-2725,1878-5875,,,Elsevier,6,hybrid,for profit,3840,"$3,001-$4,000",23040,12000,0.520833333,11040,18000,0.78125,5040,23040,1,0
1845,Molecular Ecology Resources,1755-098X,1755-0998,,,Wiley,6,hybrid,for profit,5250,"$5,001-$6,000",31500,12000,0.380952381,19500,18000,0.571428571,13500,31500,1,0
1846,Cell Stress and Chaperones,1355-8145,1466-1268,,,Elsevier,6,gold,for profit,2850,"$2,001-$3,000",17100,12000,0.701754386,5100,17100,1,0,17100,1,0
1847,Nanoscale Advances,2516-0230,,,,Royal Society of Chemistry (RSC),6,gold,not for profit,2847,"$2,001-$3,000",17082,12000,0.702493853,5082,17082,1,0,17082,1,0
1848,Medical Science Educator,2156-8650,,,,Springer Nature,6,hybrid,for profit,3290,"$3,001-$4,000",19740,12000,0.607902736,7740,18000,0.911854103,1740,19740,1,0
1849,Biomarker Research,2050-7771,,,,Springer Nature,6,gold,for profit,3890,"$3,001-$4,000",23340,12000,0.514138817,11340,18000,0.771208226,5340,23340,1,0
1850,Blood Cancer Discovery,2643-3230,2643-3249,,,American Association for Cancer Research (AACR),6,hybrid,not for profit,8000,"$7,001-$8,000",48000,12000,0.25,36000,18000,0.375,30000,36000,0.75,12000
1851,Science China Life Sciences,1674-7305,1869-1889,,,Springer Nature,6,hybrid,for profit,3790,"$3,001-$4,000",22740,12000,0.527704485,10740,18000,0.791556728,4740,22740,1,0
1852,Cell Calcium,0143-4160,1532-1991,,,Elsevier,6,hybrid,for profit,3950,"$3,001-$4,000",23700,12000,0.506329114,11700,18000,0.759493671,5700,23700,1,0
1853,Current Research in Toxicology,2666-027X,,,,Elsevier,6,gold,for profit,2440,"$2,001-$3,000",14640,12000,0.819672131,2640,14640,1,0,14640,1,0
1854,Electronics,1450-5843,2079-9292,,,MDPI,6,gold,for profit,3000,"$2,001-$3,000",18000,12000,0.666666667,6000,18000,1,0,18000,1,0
1855,JVS Vascular Science,2666-3503,,,,Elsevier,6,gold,for profit,2800,"$2,001-$3,000",16800,12000,0.714285714,4800,16800,1,0,16800,1,0
1856,Hospital Pediatrics,2154-1663,2154-1671,,,American Academy of Pediatrics (AAP),6,hybrid,not for profit,4500,"$4,001-$5,000",27000,12000,0.444444444,15000,18000,0.666666667,9000,27000,1,0
1857,ASN Neuro,1759-0914,,,,Taylor & Francis,6,gold,for profit,2630,"$2,001-$3,000",15780,12000,0.760456274,3780,15780,1,0,15780,1,0
1858,Journal of Clinical Psychopharmacology,0271-0749,1533-712X,,,Wolters Kluwer,6,hybrid,for profit,4900,"$4,001-$5,000",29400,12000,0.408163265,17400,18000,0.612244898,11400,29400,1,0
1859,American Journal of Industrial Medicine,0271-3586,1097-0274,,,Wiley,6,hybrid,for profit,4430,"$4,001-$5,000",26580,12000,0.451467269,14580,18000,0.677200903,8580,26580,1,0
1860,Seminars in Neurology,0271-8235,1098-9021,,,Thieme,6,hybrid,for profit,3450,"$3,001-$4,000",20700,12000,0.579710145,8700,18000,0.869565217,2700,20700,1,0
1861,Cancer Science,1347-9032,1349-7006,,,Wiley,6,gold,for profit,2600,"$2,001-$3,000",15600,12000,0.769230769,3600,15600,1,0,15600,1,0
1862,GeoHealth,2471-1403,,,,American Geophysical Union (AGU),6,gold,not for profit,3000,"$2,001-$3,000",18000,12000,0.666666667,6000,18000,1,0,18000,1,0
1863,Future Medicinal Chemistry,1756-8919,1756-8927,,,Taylor & Francis,6,hybrid,for profit,3300,"$3,001-$4,000",19800,12000,0.606060606,7800,18000,0.909090909,1800,19800,1,0
1864,Journal of Experimental Psychology Human Perception & Performance,0096-1523,1939-1277,,,American Psychological Association (APA),6,hybrid,not for profit,3000,"$2,001-$3,000",18000,12000,0.666666667,6000,18000,1,0,18000,1,0
1865,Journal of Substance Use,1465-9891,1475-9942,,,Taylor & Francis,6,hybrid,for profit,4000,"$3,001-$4,000",24000,12000,0.5,12000,18000,0.75,6000,24000,1,0
1866,Genes & Immunity,1466-4879,1476-5470,,,Springer Nature,6,hybrid,for profit,5190,"$5,001-$6,000",31140,12000,0.385356455,19140,18000,0.578034682,13140,31140,1,0
1867,International Journal of Systematic and Evolutionary Microbiology,1466-5026,1466-5034,,,Microbiology Society,6,hybrid,not for profit,2847,"$2,001-$3,000",17082,12000,0.702493853,5082,17082,1,0,17082,1,0
